"msoa","Meantempwinter"
"E02000538",5.36900520324707
"E02000539",5.48644876480103
"E02000540",5.43738253911336
"E02000541",5.37112315495809
"E02000542",5.39398638407389
"E02000543",5.41478800773621
"E02000544",5.48119290669759
"E02000545",5.52323627471924
"E02000546",5.40815329551697
"E02000547",5.39728021621704
"E02000548",5.39343251122369
"E02000549",5.45253268877665
"E02000550",5.44584612051646
"E02000551",5.44514995151096
"E02000552",5.43332139650981
"E02000553",5.43628780047099
"E02000554",5.39044439792633
"E02000555",5.29407159487406
"E02000556",5.48354415098826
"E02000557",5.28441211912367
"E02000558",5.55088488260905
"E02000559",5.62892458173964
"E02000560",5.55136315027873
"E02000561",5.58055957158407
"E02000562",5.65362199147542
"E02000563",5.67338438828786
"E02000564",5.67330884933472
"E02000565",5.68264767328898
"E02000566",5.70564476648967
"E02000567",5.71462138493856
"E02000568",5.73072449366252
"E02000569",5.7169607480367
"E02000570",5.74134810765584
"E02000571",5.73717679977417
"E02000572",5.79840707778931
"E02000573",5.73061609268188
"E02000574",5.78937572903103
"E02000575",5.76905377705892
"E02000576",5.77269391218821
"E02000577",5.56767503420512
"E02000578",5.5749419927597
"E02000579",5.63416274388631
"E02000580",5.6474320491155
"E02000581",5.65634449323018
"E02000582",5.63808886210124
"E02000583",5.6696875890096
"E02000584",5.68380832672119
"E02000585",5.70772441228231
"E02000586",5.70695288976033
"E02000587",5.69974970817566
"E02000588",5.74019547303518
"E02000589",5.71230014165242
"E02000590",5.77760903040568
"E02000591",5.70506350199382
"E02000592",5.73440535863241
"E02000593",5.72572608788808
"E02000594",5.79329344431559
"E02000595",5.74070676167806
"E02000596",5.72572608788808
"E02000597",5.71361144383748
"E02000598",5.38034176826477
"E02000599",5.28414827982585
"E02000600",5.2870556195577
"E02000601",5.33624871571859
"E02000602",5.34697612126668
"E02000603",5.3565354347229
"E02000604",5.36607233683268
"E02000605",5.34816392262777
"E02000606",5.3693806330363
"E02000607",5.35872395833333
"E02000608",5.33808445930481
"E02000609",5.35237685839335
"E02000610",5.26674763361613
"E02000611",5.30720514721341
"E02000612",5.34497522172474
"E02000613",5.22302770614624
"E02000614",5.2517131169637
"E02000615",5.13557767868042
"E02000616",5.10809020996094
"E02000617",4.99464480082194
"E02000619",5.8706218401591
"E02000620",5.84474640422397
"E02000621",5.8046966791153
"E02000622",5.82923158009847
"E02000623",5.78801409403483
"E02000624",5.76511780420939
"E02000625",5.75488066673279
"E02000626",5.71193246046702
"E02000627",5.72847867012024
"E02000628",5.67731666564941
"E02000629",5.68346611658732
"E02000630",5.69093688329061
"E02000631",5.61102437973022
"E02000632",5.63429669539134
"E02000633",5.58191855748494
"E02000634",5.59448544184367
"E02000635",5.56903465588888
"E02000636",5.59622875849406
"E02000637",5.44464349746704
"E02000638",5.53131639957428
"E02000639",5.50421810150146
"E02000640",5.50857435862223
"E02000641",5.45598660575019
"E02000642",5.4882804552714
"E02000643",5.39277463489109
"E02000644",5.34139776229858
"E02000645",5.34125137329102
"E02000646",5.40849653879801
"E02000647",5.28377024332682
"E02000648",5.25335462888082
"E02000649",5.37412166595459
"E02000650",5.10192235310872
"E02000651",5.32437531153361
"E02000652",5.42088154951731
"E02000653",5.77935367160373
"E02000654",5.77335500717163
"E02000655",5.74455579121908
"E02000657",5.70036633809408
"E02000658",5.65643771489461
"E02000659",5.63497956593831
"E02000660",5.63112850983938
"E02000661",5.58792289098104
"E02000662",5.60537846883138
"E02000663",5.64877223968506
"E02000664",5.60665565729141
"E02000665",5.6156907081604
"E02000666",5.60112810134888
"E02000667",5.54194784164429
"E02000668",5.55704275767008
"E02000669",5.58497273921967
"E02000670",5.55539544423421
"E02000671",5.47141583760579
"E02000672",5.593665599823
"E02000673",5.37284119923909
"E02000674",5.50978942712148
"E02000675",5.37141958872477
"E02000676",5.4394736289978
"E02000677",5.51000833511353
"E02000678",5.44667116800944
"E02000679",5.38336380322774
"E02000680",5.27708009878794
"E02000681",5.43874518076579
"E02000682",5.43331209818522
"E02000683",5.31222947438558
"E02000685",5.24206590652466
"E02000686",5.45845731099447
"E02000687",5.37840537230174
"E02000689",5.40824476877848
"E02000690",5.20998722712199
"E02000691",5.37673723697662
"E02000692",5.34762589136759
"E02000693",5.4800542195638
"E02000694",5.43900696436564
"E02000695",5.46352815628052
"E02000696",5.47179873784383
"E02000697",5.45101038614909
"E02000698",5.38665612538656
"E02000699",5.35889146063063
"E02000700",5.45930926005046
"E02000701",5.47099097569783
"E02000702",5.45489994684855
"E02000703",5.4245646794637
"E02000704",5.38705820507473
"E02000705",5.42763574918111
"E02000706",5.46588532129924
"E02000707",5.40388544400533
"E02000708",5.40077845255534
"E02000709",5.4024666150411
"E02000710",5.44696341620551
"E02000711",5.44854259490967
"E02000712",5.375874598821
"E02000713",5.35736989974976
"E02000714",5.51050106684367
"E02000715",5.52388779322306
"E02000716",5.53585704167684
"E02000717",5.53311570485433
"E02000718",5.52388779322306
"E02000719",5.58638381958008
"E02000720",5.53612339496613
"E02000721",5.56454356511434
"E02000722",5.60622616608938
"E02000723",5.55647452672323
"E02000724",5.58394022782644
"E02000725",5.63376839955648
"E02000726",5.66955539915297
"E02000727",5.61115980148315
"E02000728",5.60295184453328
"E02000729",5.61284028159247
"E02000730",5.62266492843628
"E02000731",5.63172988096873
"E02000732",5.63172988096873
"E02000733",5.65131235122681
"E02000734",5.66591131687164
"E02000735",5.64395173390706
"E02000736",5.64046208063761
"E02000737",5.64925289154053
"E02000738",5.66355498631795
"E02000739",5.67842721939087
"E02000740",5.71124076843262
"E02000741",5.69482902685801
"E02000742",5.67999591827393
"E02000743",5.71410984463162
"E02000744",5.71866695086161
"E02000745",5.7057728767395
"E02000746",5.65574211544461
"E02000747",5.75075137615204
"E02000748",5.72131601969401
"E02000749",5.74636745452881
"E02000750",5.73032383124034
"E02000751",4.98512670728895
"E02000752",4.81343126296997
"E02000753",4.87913227081299
"E02000754",5.11775461832682
"E02000755",5.14841151237488
"E02000756",5.04509747028351
"E02000757",5.17837556203206
"E02000758",5.13070154190063
"E02000759",5.25819524129232
"E02000760",5.13005558649699
"E02000762",5.25596528583103
"E02000763",5.10522886117299
"E02000764",5.29843171437581
"E02000765",5.21493673324585
"E02000767",5.2403244972229
"E02000768",5.37405485577053
"E02000769",5.24640878041585
"E02000770",5.26347541809082
"E02000772",5.24798583984375
"E02000773",5.34433484077454
"E02000774",5.34860261281331
"E02000776",5.41356007258097
"E02000777",5.45446798536513
"E02000779",5.44417002995809
"E02000780",5.42653331302461
"E02000781",5.4345428943634
"E02000782",5.51626865069071
"E02000783",5.49711932076348
"E02000784",5.4574282169342
"E02000785",5.34626830418905
"E02000786",5.35382310549418
"E02000787",5.33044131596883
"E02000788",5.28502194086711
"E02000789",5.25527938206991
"E02000790",5.51845423380534
"E02000791",5.4152979850769
"E02000792",5.50030986467997
"E02000793",5.42804447809855
"E02000794",5.48374075359768
"E02000795",5.28029059039222
"E02000796",5.42766221364339
"E02000797",5.48041772842407
"E02000798",5.42829998334249
"E02000799",5.42505423227946
"E02000800",5.4301663239797
"E02000801",5.41707833607992
"E02000802",5.39669585227966
"E02000803",5.39746697743734
"E02000804",5.39739224645827
"E02000805",5.4046638806661
"E02000806",5.40001958211263
"E02000807",5.81365331013997
"E02000808",5.88299798965454
"E02000809",5.84001064300537
"E02000810",5.84108829498291
"E02000812",5.87939103444417
"E02000813",5.82183726628621
"E02000814",5.79498100280762
"E02000815",5.87034130096436
"E02000816",5.83535019556681
"E02000817",5.81129789352417
"E02000818",5.85864273707072
"E02000819",5.8310841984219
"E02000820",5.86033344268799
"E02000821",5.82802744706472
"E02000822",5.81885719299316
"E02000823",5.82412846883138
"E02000824",5.79005845387777
"E02000825",5.77422559261322
"E02000826",5.74359734853109
"E02000827",5.75664647420247
"E02000828",5.73518816630046
"E02000829",5.72364457448324
"E02000830",5.66439056396484
"E02000831",5.65165567398071
"E02000832",5.59636147816976
"E02000833",5.58785573641459
"E02000834",5.56017700831095
"E02000835",5.48065630594889
"E02000836",5.51490632692973
"E02000837",5.49572531382243
"E02000838",5.45362949371338
"E02000839",5.32411268022325
"E02000840",5.3927362759908
"E02000841",5.36145941416423
"E02000842",5.32287216186523
"E02000843",5.39888413747152
"E02000844",5.30152765909831
"E02000845",5.30391041437785
"E02000846",5.28655052185059
"E02000847",5.29815419514974
"E02000848",5.22998317082723
"E02000849",5.34950351715088
"E02000850",5.39263893763224
"E02000851",5.25106843312581
"E02000852",5.25424607594808
"E02000853",5.2621210416158
"E02000854",5.3285977045695
"E02000855",5.12139352162679
"E02000856",5.22495778401693
"E02000857",5.10603396097819
"E02000858",5.21507453918457
"E02000859",5.20266087849935
"E02000860",4.99984359741211
"E02000861",5.01325003306071
"E02000863",4.90701458851496
"E02000864",5.68572070863512
"E02000865",5.7338588502672
"E02000866",5.70807655652364
"E02000867",5.69955786069234
"E02000868",5.74495613574982
"E02000869",5.76399866739909
"E02000870",5.7546542485555
"E02000871",5.73004011313121
"E02000872",5.76912426948547
"E02000873",5.75263643264771
"E02000874",5.7636988957723
"E02000875",5.74808915456136
"E02000876",5.76641158262889
"E02000877",5.74542678197225
"E02000878",5.77424987157186
"E02000879",5.78458400567373
"E02000880",5.77274354298909
"E02000881",5.75707364082336
"E02000882",5.75778341293335
"E02000883",5.75946485996246
"E02000884",5.79048526287079
"E02000885",5.80632215076023
"E02000886",5.772549589475
"E02000887",5.78030697504679
"E02000888",5.80390453338623
"E02000889",5.81115738550822
"E02000890",5.82362931569417
"E02000891",5.76427062352498
"E02000893",5.74006191889445
"E02000894",5.76622629165649
"E02000895",5.2899071375529
"E02000896",5.04977639516195
"E02000897",5.14085912704468
"E02000898",5.29616030057271
"E02000899",5.38180150985718
"E02000900",5.43589250246684
"E02000901",5.17667961120605
"E02000902",5.37118482589722
"E02000903",5.47264862060547
"E02000904",5.27518184979757
"E02000905",5.40548305511475
"E02000906",5.41784477233887
"E02000907",5.36317663192749
"E02000908",5.53761725955539
"E02000909",5.30410122871399
"E02000910",5.43648687998454
"E02000911",5.51286737124125
"E02000912",5.55233928892348
"E02000913",5.44375085830688
"E02000914",5.47168290615082
"E02000915",5.34287039438883
"E02000916",5.60508918762207
"E02000917",5.50588003794352
"E02000918",5.44786294301351
"E02000919",5.50685172610813
"E02000920",5.5648779074351
"E02000921",5.53340037663778
"E02000922",5.52369928359985
"E02000923",5.76063172022502
"E02000924",5.80967394510905
"E02000925",5.73736695448558
"E02000926",5.70387637615204
"E02000927",5.72796825567881
"E02000928",5.47369972864787
"E02000929",5.68291489283244
"E02000930",5.67737976710002
"E02000931",5.62266906102498
"E02000932",5.50632749663459
"E02000933",5.37972141901652
"E02000934",5.63012390666538
"E02000935",5.27455933888753
"E02000936",5.38562512397766
"E02000937",5.60530103577508
"E02000938",5.24017643928528
"E02000939",5.57682144641876
"E02000940",5.57645638783773
"E02000941",5.57789611816406
"E02000942",5.38461494445801
"E02000943",5.54092486699422
"E02000944",5.34374782774183
"E02000945",5.25307981173197
"E02000946",5.53002150853475
"E02000947",5.54570436477661
"E02000948",5.51696419715881
"E02000949",5.52088689804077
"E02000950",5.40464925765991
"E02000951",5.46167039871216
"E02000952",5.45796489715576
"E02000953",5.49214692910512
"E02000954",5.44846476448907
"E02000955",5.46323029200236
"E02000956",5.49452082316081
"E02000957",5.47942956288656
"E02000958",5.4324856599172
"E02000959",5.40532533327738
"E02000960",5.55349673165215
"E02000961",5.40596787134806
"E02000962",5.54129711786906
"E02000963",5.53025515874227
"E02000964",5.5937362909317
"E02000965",5.56273825963338
"E02000966",5.59564812978109
"E02000967",5.59398825963338
"E02000968",5.60643744468689
"E02000969",5.60260101954142
"E02000970",5.67847299575806
"E02000971",5.65240446726481
"E02000972",5.71862506866455
"E02000973",5.6404972076416
"E02000974",5.63805993398031
"E02000975",5.64911337693532
"E02000976",5.64911337693532
"E02000977",5.78518676757812
"E02000978",5.71092486381531
"E02000979",5.81153869628906
"E02000980",5.84773985544841
"E02000981",5.83199958006541
"E02000982",5.82248306274414
"E02000983",5.83517175250583
"E02000984",3.5400827839261
"E02000985",3.92149708668391
"E02000986",3.93758022785187
"E02000987",3.92521746953328
"E02000988",4.00286332766215
"E02000989",3.69539229075114
"E02000990",3.49266373316447
"E02000991",3.25032296634856
"E02000992",4.09398840091847
"E02000993",4.13742558161418
"E02000994",4.06263748804728
"E02000995",3.69529425303141
"E02000996",4.08979940414429
"E02000997",3.93389438137864
"E02000998",3.97291382153829
"E02000999",4.21899917390611
"E02001000",4.28484241167704
"E02001001",4.12339162826538
"E02001002",4.29938169320424
"E02001003",4.08951836824417
"E02001004",4.15109459559123
"E02001005",4.29103337393867
"E02001006",4.10607920090357
"E02001007",4.35643243789673
"E02001008",4.10803111394246
"E02001009",4.17066266801622
"E02001010",4.36816732088725
"E02001011",4.18033301830292
"E02001012",4.19998296101888
"E02001013",4.14263143804338
"E02001014",4.17284870147705
"E02001015",4.29566886689928
"E02001016",4.26643244425456
"E02001017",4.48405756269182
"E02001018",4.39122705459595
"E02001019",3.2744971333128
"E02001020",3.67978648344676
"E02001021",3.64613174824488
"E02001022",3.81465550263723
"E02001023",4.06536169846853
"E02001024",3.94996690750122
"E02001025",3.96722288131714
"E02001026",4.21672089894613
"E02001027",4.17024254798889
"E02001028",4.04001045227051
"E02001029",4.28837823867798
"E02001030",3.97641245524089
